,Unnamed: 0,openalex_id,doi,openalex_title,type,publication_date,openalex_publication_year,openalex_volume,issue,first_page,last_page,authors,keywords,abstract,openalex_source_title,source_issn,source_type,cited_by_count,referenced_works,openalex_name_1st_author,uuid,matched,score
1603,1623,https://openalex.org/W4378805988,10.1109/vlsi-tsa/vlsi-dat57221.2023.10134150,ferroelectric engineering of fefet toward multi-level coding for high-density nonvolatile memory,article,2023-04-17,2023,,,1,1,M. H. Lee,Monoclinic crystal system,"The prospect of ferroelectric oxide by ALD (Atomic Layer Deposition) with bistable nature feature of hysteresis loops satisfies the demands of the storage signal purpose for memory. An inserted Al <inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> O <inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">3</inf> insulator to separate the ferroelectric layers and to avoid the formation of non-ferroelectric phases is a useful method to enhance the memory window (MW) for multi-level cell (MLC) applications. The nonidentical double-HfZrO <inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> (HZO) FeFET has not only a larger MW than single HZO but also improve error rate (ER). Recently, superlattice (SL) HfO <inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> -ZrO <inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> with physical thickness of 5 nm and low phase fraction ratio 0.101:1 of monoclinic-phase (m-phase) to orthorhombic-phase (o-phase) investigated by geometrical phase analysis (GPA) is demonstrated. The homogeneous and congruous of SL-HfZrO <inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> (HZO) with sufficient f erroelectric-domain is integrated as multi-HZO stack FeFETs for multibit NVM with low |V <inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">PG/ER</inf> | = 4 V, ultra-low error rate = 7.5×10-16, record high 2-bit endurance for 109 cycles, and stable data retention > 104 s. The superlattice technique for FE-HZO is a promising concept with elevating the coherence of domain access due to high o-phase toward emerging memory applications.",,,,0,[],Lee,,False,
1604,1624,https://openalex.org/W4390189511,10.1109/pvsc48320.2023.10359974,"perovskite bafacial modules-efficiency, stability and upscaling",article,2023-06-11,2023,,,1,1,"Hangyu Gu, Jinsong Huang","Perovskite solar cell, Albedo (alchemy)","Bifacial solar modules can produce 5% to over 30% more energy than monofacial ones, which can further reduce the levelized cost of electricity from photovoltaic devices. The market share of bifacial silicon modules is rising. To compete with silicon photovoltaics, perovskite solar cells also need to go bifacial structure for an increased energy yield. In addition, the bifacial perovskite modules are essentially semitransparent modules which are needed to realize efficient perovskite-silicon 4-terminal tandem modules. However, the efficiency of bifacial perovskite modules was far below that of monofacial ones. Here I will report bifacial perovskite minimodules with a high certified efficiency by addressing several unique challenges in bifacial module design and fabrication. The front efficiency without albedo light already reached that of best opaque monofacial minimodules, which is the highest efficiency a bifacial module can reach, while these bifacial modules gain additional power from albedo light. The additional of hydrophobic additive in hole transport layer surprisingly protects the perovskite films from moisture damage during atomic layer deposition. Integrating silica nanoparticles with proper size and spacing in perovskite films recovers the absorption loss induced by the absence of reflective metal electrodes while maintains the charge collection properties of perovskites. The small area single junction bifacial cells have an equivalent stabilized efficiency of 26.4% at an albedo of 0.2, which is already higher than any reported single junction perovskite solar cells. The bifacial solar minimodules show front and rear aperture efficiencies of 19.2% and 14.1%, respectively, certified by National Renewable Energy Laboratory, which yield an equivalent aperture efficiency of 22% at albedo of 0.2. We also show that the bifacial minimodules are extremely stable, with 97% of its initial efficiency retained after light soaking under one simulated sun for over 6000 hours at 60±5 °C, representing the most stable perovskite module reported so far. We believe these efficiency and stability of the perovskite modules represent a significant advance, while most other reported work still focus on small area devices.",,,,0,[],Gu,,False,
1606,1626,https://openalex.org/W3103378476,10.3390/proceedings2020057045,chemical synthesis of multi-walled carbon nanotubes and their functionalization with carboxylated groups,article,2020-11-11,2020,,,45,45,"Mădălina Elena David, Rodica‐Mariana Ion, Ramona Marina Grigorescu, Lorena Iancu, Elena Ramona Andrei, Raluca Șomoghi, Adriana Nicoleta Frone, Raluca Maria Ştirbescu","Surface Modification, Chemical modification, Carbon fibers","first_page settings Order Article Reprints Font Type: Arial Georgia Verdana Font Size: Aa Aa Aa Line Spacing:    Column Width:    Background: Open AccessExtended Abstract Chemical Synthesis of Multi-Walled Carbon Nanotubes and Their Functionalization with Carboxylated Groups † by Madalina Elena David 1,2,*, Rodica-Mariana Ion 1,2, Ramona Marina Grigorescu 1, Lorena Iancu 1,2, Elena Ramona Andrei 1, Raluca Somoghi 1, Adriana Nicoleta Frone 1 and Raluca Maria Stirbescu 3 1 National Institute for Research & Development in Chemistry & Petrochemistry–ICECHIM, 202 Splaiul Independentei, 060021 Bucharest, Romania 2 Valahia University, Doctoral School of Materials Engineering Department, 13 Aleea Sinaia, 130004 Targoviste, Romania 3 Valahia University of Targoviste, Institute of Multidisciplinary Research for Science and Technology, 13 Aleea Sinaia, 130004 Targoviste, Romania * Author to whom correspondence should be addressed. † Presented at the 16th International Symposium ""Priorities of Chemistry for a Sustainable Development"" PRIOCHEM, Bucharest, Romania, 28–30 October 2020. Proceedings 2020, 57(1), 45; https://doi.org/10.3390/proceedings2020057045 Published: 11 November 2020 (This article belongs to the Proceedings of The 16th International Symposium ""Priorities of Chemistry for a Sustainable Development"" PRIOCHEM) Download Download PDF Download PDF with Cover Download XML Browse Figures Versions Notes Keywords: carbon nanotubes; nanomaterials; chemical synthesis Carbon nanotubes (CNTs) have attracted attention, due to their structures as well as their ability to present multiple walls. CNTs can be synthetized by several methods, such as arc-discharge, chemical vapor deposition, laser ablation and electrolysis. All these methods lead to CNTs with different diameters, lengths and numbers of layers, but these methods require high costs of production, high temperatures and high pressures, and most of them require repeated procedures for their purification after obtaining. As an alternative to a avoid these disadvantages, chemical techniques seem to be a good option to obtain CNTs easily (at low temperatures and without applying pressure) and inexpensively [1].Multi-Walled Carbon Nanotubes (MWCNTs) were prepared by chemical synthesis using graphite microparticles, concentrated sulfuric acid, fuming nitric acid and potassium chlorate. The synthesis parameters were fixed based on previous work [2]. In order to improve the solubility of the MWCNTs in organic solutions, acid treatment was used (H2SO4 (95%) and HNO3 (65%) in a ratio of 3:1) by functionalizing the surfaces of CNTs with negatively charged functional groups (MWCNTs-COOH). The obtained materials were investigated by Fourier-transformed infrared spectroscopy (FTIR), energy-dispersive X-ray spectroscopy (EDX), transmission electron microscopy (TEM) and atomic force microscopy (AFM).The research focused on analyzing both the MWCNTs obtained by this new method and the functionalized MWCNTs. The major functional groups of the MWCNTs and functionalized MWCNTs were identified by FTIR analysis (Figure 1). Moreover, in order to estimate the functionalization, the same quantity of MWCNTs was dispersed in water, before and after functionalization, for 2 h in an ultrasonic bath and afterwords visually observed to evaluate their suspension stability (Figure 2).By using this chemical route, pure MWCNTs were synthetized (sustained by FTIR and EDAX), with a diameter between 9 nm and 43 nm and 500–600 nm in length, as proven by TEM and AFM analysis. The functionalization of these MWCNTs was also successfully done, which was confirmed by FTIR and aqueous dispersion of the nanotubes. AcknowledgmentsThis paper was supported by a grant of the Romanian Ministery of Research and Innovation, CCCDI—UEFISCDI, contract number 51 PCCDI/2018, within PNCDI III and by project no. PN.19.23.03.01, contract no. 23N/2019 within the Nucleu Program.ReferencesDavid, M.E.; Ion, R.-M.; Grigorescu, R.M.; Iancu, L.; Andrei, E.R. Nanomaterials Used in Conservation and Restoration of Cultural Heritage: An Up-to-Date Overview. Materials 2020, 13, 2064–2087. [Google Scholar] [CrossRef] [PubMed]Ali, B.; Biak, D.R.A.; Sapuan, S.M.; Zaidan, A.W.; Yusoff, H.M.; Masrinda, T.S. Preparation of Carbon Nanotubes via Chemical Technique (Modified Staudenmaier Method). Nanosci. Nanotechnol. Asia 2017, 7, 113–122. [Google Scholar] [CrossRef] Figure 1. FTIR spectra of the Multi-Walled Carbon Nanotubes (MWCNTs) and functionalized MWCNTs. Figure 1. FTIR spectra of the Multi-Walled Carbon Nanotubes (MWCNTs) and functionalized MWCNTs. Figure 2. Aqueous dispersion of (1) pure MWCNTs and (2) functionalized MWCNTs. Figure 2. Aqueous dispersion of (1) pure MWCNTs and (2) functionalized MWCNTs. Publisher's Note: MDPI stays neutral with regard to jurisdictional claims in published maps and institutional affiliations. © 2020 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Share and Cite MDPI and ACS Style David, M.E.; Ion, R.-M.; Grigorescu, R.M.; Iancu, L.; Andrei, E.R.; Somoghi, R.; Frone, A.N.; Stirbescu, R.M. Chemical Synthesis of Multi-Walled Carbon Nanotubes and Their Functionalization with Carboxylated Groups. Proceedings 2020, 57, 45. https://doi.org/10.3390/proceedings2020057045 AMA Style David ME, Ion R-M, Grigorescu RM, Iancu L, Andrei ER, Somoghi R, Frone AN, Stirbescu RM. Chemical Synthesis of Multi-Walled Carbon Nanotubes and Their Functionalization with Carboxylated Groups. Proceedings. 2020; 57(1):45. https://doi.org/10.3390/proceedings2020057045 Chicago/Turabian Style David, Madalina Elena, Rodica-Mariana Ion, Ramona Marina Grigorescu, Lorena Iancu, Elena Ramona Andrei, Raluca Somoghi, Adriana Nicoleta Frone, and Raluca Maria Stirbescu. 2020. ""Chemical Synthesis of Multi-Walled Carbon Nanotubes and Their Functionalization with Carboxylated Groups"" Proceedings 57, no. 1: 45. https://doi.org/10.3390/proceedings2020057045 Find Other Styles Article Metrics No No Article Access Statistics Multiple requests from the same IP address are counted as one view.",,,,3,"['https://openalex.org/W2606379043', 'https://openalex.org/W3021805743']",David,,False,
1608,1628,https://openalex.org/W4402841813,10.15372/aut20230611,sos ferroelectric pseudo-mos transistor degradation properties after irradiation with swift heavy ions xe and bi,article,2023-12-29,2023,59,6,94,103,"В.П. ПОПОВ, V. A. Antonov, В.А. Володин, А.В. МЯКОНЬКИХ, K. V. Rudenko, В.А. Скуратов","Swift heavy ion, Swift, Degradation","Приведены результаты по изменению параметров псевдо-МОП-транзисторов на мезаструктурах кремний-на-сапфире (КНС) при облучении быстрыми тяжёлыми ионами (БТИ) Xe+26 (150 МэВ) и Bi+51 (670 МэВ) до флюенса 2 ⋅ 1011 см-2, свидетельствующие о накоплении механических напряжений и зарядов в промежуточных сегнетоэлектрических (Fe) слоях плёнок HfO2 (HO) толщиной 20 нм, Hf0,5Zr0,5O2 (HZO), ламинированных вставками из монослоёв Al2O3 (HA, HZA) или без них. Гетероструктуры КНС формировались прямым сращиванием и водородным переносом плёнки кремния (500 нм) с предварительно нанесёнными методом плазменно-стимулированного атомно-слоевого осаждения нанослоями HA, HZA на сапфир. Электрофизические параметры определялись из стокозатворных характеристик ( Ids-Vg ) псевдо-МОП-транзисторов c вольфрамовыми сток/истоковыми электродами толщиной 100 нм, нанесёнными магнетронным напылением на КНС-мезаструктуры через литографическую маску. Сравнение этих характеристик с данными рамановского рассеяния показало соответствие введённых облучением БТИ механических напряжений сжатия в кремнии с отношениями объёмов треков Xe и Bi в сегнетоэлектрике HA и сапфире. The results of changing the parameters of pseudo-MOS-transistors on silicon-on-sapphire mesastructures under irradiation with swift heavy ions (SHI) Xe+26 (150 MeV) and Bi+51 (670 MeV) to a fluence of 2´1011cm-2 are presented. They reveal the accumulation of mechanical stresses and charges in intermediate ferroelectric layers of HfO2 (HO) films 20 nm thick and Hf0.5Zr0.5O2 (HZO) films, laminated with Al2O3 monolayer inserts (HA, HZA) or without them. SOS heterostructures are formed by direct splicing and hydrogen transfer of 500 nm silicon films on HA and HZA nanolayers pre-deposited by plasma-enhanced atomic layer deposition on sapphire. The electrical parameters are determined from the Y-MOSFET drain-gate characteristics ( Ids - Vg ) with 100 nm thick drain-stock W electrodes deposited by magnetron sputtering on the SOS mesastructures through a lithographic mask. A comparison of these characteristics with Raman scattering data shows that the mechanical compression stresses introduced by BTI irradiation in silicon correspond to the volume ratios of Xe and Bi tracks in HA ferroelectric and sapphire.",автометрия,['0320-7102'],journal,0,[],ПОПОВ,,False,
1610,1630,https://openalex.org/W4392209271,10.29363/nanoge.neuronics.2024.020,hfo2/gaox bilayer resistive switching devices for neural activity processing,article,2023-12-18,2023,,,,,"Onur Toprak, Florian Maudet, Tom Stumpp, Peter Jones, R. Thewes, Veeresh Deshpande, Catherine Dubourdieu",Resistive touchscreen,"HfO2/GaOx Bilayer Resistive Switching Devices for Neural Activity ProcessingOnur Toprak a, b, Florian Maudet a, Tom Stumpp d, Peter Jones d, Roland Thewes b, Veeresh Deshpande a, Catherine Dubourdieu a, ca Helmholtz-Zentrum Berlin für Materialien und Energie GmbH, Germany, Berlin, Germanyb Technical University of Berlin (TU), Straße des 17. Juni, Berlin, Germanyc Freie Universität Berlin, Arnimallee 14, Berlin, Germanyd NMI Naturwissenschaftliches und medizinisches Institut, 72770 Reutlingen, GermanyProceedings of Neuronics Conference (Neuronics)València, Spain, 2024 February 21st - 23rdOrganizers: Sabina Spiga and Juan BisquertOral, Onur Toprak, presentation 020DOI: https://doi.org/10.29363/nanoge.neuronics.2024.020Publication date: 18th December 2023Resistive random-access memory (ReRAM) devices have significant potential for low power in-memory and neuromorphic computing. However, there are major challenges that need to be addressed to further progress in this field, particularly in terms of integration into complementary metal-oxide-semiconductor (CMOS) technology [1]. Moreover, the majority of the reported ReRAM devices exhibit low resistance causing sneak current and high-power consumption in circuit applications [2]. Therefore, they require a rectifier for the control of the low resistance state (LRS). In this work, we introduce a new CMOS-compatible self-rectifying bilayer W/GaOx/HfO2/Ti memristive device, where thin amorphous GaOx (5 nm) and HfO2 (4 nm) layers are deposited by atomic layer deposition at low temperature (250 °C). The I-V characteristics of the devices exhibit a hysteretic behavior with access to low resistance and high resistance states with an operating voltage of 3.3 V. Both the HRS and LRS values scale with the electrode area, suggesting a bulk/interfacial-governed switching mechanism. The amorphous GaOx layer provides rectification (no need for a compliance current) due to its semiconducting nature that can be tuned with the deposition parameters [3]. A potentiation depression behavior is evidenced under an identical pulse scheme programming with a low operation voltage (Vwrite = 3.2 V). In this voltage range, good compatibility with CMOS devices is achieved. Low writing (~ 260 nA/µm²) and reading currents (~100- 600 pA/µm²) can enable low power applications. Moreover, the current levels can be tailored to the needs of a specific circuit by simply changing the electrode area. We exploit the analog behavior of this new bilayer GaOx/HfO2 memristive device to detect high frequency activity of neuronal cell culture. The device response under pre-recorded neuronal signals (spike trains) is studied and shows a potential for integration in the back-end-of-line of hybrid CMOS/microelectrode array (MEA) chips for real-time neuronal activity processing. References:[1] Dongale, T. D., Kamble, G. U., Kang, D. Y., Kundale, S. S., An, H. M., & Kim, T. G. Recent Progress in Selector and Self‐Rectifying Devices for Resistive Random‐Access Memory Application. physica status solidi (RRL)–Rapid Research Letters, 2021, 15(9), 2100199.[2] Aluguri, R., & Tseng, T. Y. Overview of selector devices for 3-D stackable cross point RRAM arrays, IEEE Journal of the Electron Devices Society, 2016, 4(5), 294-306.[3] Kröncke, H., Maudet, F., Banerjee, S., Albert, J., Wiesner, S., Deshpande, V., & Dubourdieu, C. Effect of O2 plasma exposure time during atomic layer deposition of amorphous gallium oxide. Journal of Vacuum Science & Technology A, 2021, 39(5).Acknowledgements:Funded by the Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) - Project MEMMEA (Project number 441918103) within the DFG SPP 2262 MemrisTec (Project number 422738993). © FUNDACIO DE LA COMUNITAT VALENCIANA SCITOnanoGe is a prestigious brand of successful science conferences that are developed along the year in different areas of the world since 2009. Our worldwide conferences cover cutting-edge materials topics like perovskite solar cells, photovoltaics, optoelectronics, solar fuel conversion, surface science, catalysis and two-dimensional materials, among many others.nanoGe Fall MeetingnanoGe Fall Meeting (NFM) is a multiple symposia conference celebrated yearly and focused on a broad set of topics of advanced materials preparation, their fundamental properties, and their applications, in fields such as renewable energy, photovoltaics, lighting, semiconductor quantum dots, 2-D materials synthesis, charge carriers dynamics, microscopy and spectroscopy semiconductors fundamentals, etc.nanoGe Spring MeetingThis conference is a unique series of symposia focused on advanced materials preparation and fundamental properties and their applications, in fields such as renewable energy (photovoltaics, batteries), lighting, semiconductor quantum dots, 2-D materials synthesis and semiconductors fundamentals, bioimaging, etc.International Conference on Hybrid and Organic PhotovoltaicsInternational Conference on Hybrid and Organic Photovoltaics (HOPV) is celebrated yearly in May. The main topics are the development, function and modeling of materials and devices for hybrid and organic solar cells. The field is now dominated by perovskite solar cells but also other hybrid technologies, as organic solar cells, quantum dot solar cells, and dye-sensitized solar cells and their integration into devices for photoelectrochemical solar fuel production.Asia-Pacific International Conference on Perovskite, Organic Photovoltaics and OptoelectronicsThe main topics of the Asia-Pacific International Conference on Perovskite, Organic Photovoltaics and Optoelectronics (IPEROP) are discussed every year in Asia-Pacific for gathering the recent advances in the fields of material preparation, modeling and fabrication of perovskite and hybrid and organic materials. Photovoltaic devices are analyzed from fundamental physics and materials properties to a broad set of applications. The conference also covers the developments of perovskite optoelectronics, including light-emitting diodes, lasers, optical devices, nanophotonics, nonlinear optical properties, colloidal nanostructures, photophysics and light-matter coupling.International Conference on Perovskite Thin Film Photovoltaics Perovskite Photonics and OptoelectronicsThe International Conference on Perovskite Thin Film Photovoltaics Perovskite Photonics and Optoelectronics (NIPHO) is the best place to hear the latest developments in perovskite solar cells as well as on recent advances in the fields of perovskite light-emitting diodes, lasers, optical devices, nanophotonics, nonlinear optical properties, colloidal nanostructures, photophysics and light-matter coupling.",,,,0,[],Toprak,,False,
1611,1631,https://openalex.org/W3170451932,10.3390/micromachines2021-09598,stable porous silicon membranes for fast bacterial detection,article,2021-04-16,2021,,,45,45,"Laurent A. Francis, Roselien Vercauteren, Audrey Leprince, Jacques Mahillon",Porous Silicon,"The rapid detection of hazardous bacteria is important for healthcare situations, where such identification can lead to substantial gains for patient treatment and recovery and a reduced usage of broad-spectrum antibiotics. Potential biosensors must be able to provide a fast, sensitive and selective response with as little sample preparation as possible. Indeed, some of these pathogens, such as Staphylococcus aureus, can be yet harmful at very low concentrations in the blood stream, e.g., below 10 colony forming units per mL (CFU/mL). These stringent requirements limit the number of candidates, especially for point-of-care applications. Amongst several biosensing techniques, optical sensing using porous silicon (PSi) substrate has been widely suggested in recent years thanks to unique features such as a large surface area, tunable optical characteristics, and above all relatively easy and affordable fabrication techniques. In most configurations, PSi optical biosensors are close-ended porous layers; this limits their sensitivity and responsiveness due to diffusion-limited infiltration of the analytes in the porous layer. Also, PSi is a reactive material, its oxidation in buffer solutions results in time-varying shifts. Despite its attractive properties, several challenges must still be overcome in order to reach practical applications. Our work addresses three main improvement points. The first one is the stability over time in saline solutions helped by atomic layer deposition of metal oxides inside the pores. Besides a better stability, our solution is helping with an increase of the optical signal to noise ratio, thus reducing the limit of detection. The second one is to perform the lysis of the bacteria prior to its exposure to the sensor, such that the selective detection is based upon the percolation of bacterial residues inside the pores rather than the bacteria themselves. The third one is to remove the bulk silicon below a PSi layer to create a membrane, that allows for flow-through of the analytes, thus enhancing the interactions between the lysate and the sensor's surface. This approach allows us to avoid the step of surface functionalization used in classical biosensors. We tested thanks to these improvements the selective detection of Bacillus cereus lysate with concentrations between 103 and 105 CFU/mL. Future works are dedicated to further improvements, including optical signal enhancement techniques and dielectrophoretic assisted percolation in the porous silicon membrane.",,,,0,[],Francis,,False,
1614,1634,https://openalex.org/W3043976446,10.4233/uuid:de78dfd6-f63b-4908-b09c-921cb7ea937e,novel approaches to produce radionuclides using hot atom chemistry principles,article,2020-05-18,2020,,,,,J.L.T.M. Moret,Deposition,"Radionuclides are often used in the field of nuclear medicine. For some deceases the use of radionuclides is the best possible care, or even the only means of diagnosis or treatment. For these medical applications high specific activity (high activity per unit of mass) is required. Commonly, medical radionuclides are man-made. They can either be produced by neutron activation, charged particle or photon activation or by means of radionuclide generator. Furthermore, hospitals prefer an ‘on demand’ supply. A radionuclide generator is ideal. Radionuclide generators can also be used to produce high specific activity. Conventional radionuclide generators work with the principle that the mother and daughter radionuclide have different electrostatic interactions with the column material. This allows for easy elution of the daughter radionuclide. However, when working with chemical identical mother-daughter radionuclide pairs (e.g. 177mLu / 177Lu) another separation principle is required. Utilising ‘hot atom’ chemical principles such a mother-daughter pairs can be separated. ‘Hot atom’ principles describe the chemical effects that occur due to nuclear interactions or due to decay. An example of these effects is bond rupture. The effective range of those principles is rather limited, requiring thin layers. A possible technique to apply these thin layers is atomic layer deposition (ALD). ALD is commonly used in the semi-conductor industry, but can due to its versatility also be used in the field of catalysis or pharmaceutical. The advantage of using ALD is that this gas phase deposition technique allows for thin conformal coating of complex structured materials. Furthermore, the amount of material that can be deposited can easily be adapted to need because ALD is a self-limiting process. In this thesis the usefulness of ALD in combination with radionuclide production is explored. Because of the versatility of ALD it can also be used to create target materials for charged particle activation and enrichment experiments (Chapter 2). This versatility is illustrated by three case studies, namely this production of targets for 64Cu production, the production of 177Lu by means of a radionuclide generator and the production of 99Mo using three different routes. Also described is how ALD can be used to alter the surface chemistry of high surface area materials to increase their adsorption capacity for Mo (Chapter 3). The obtained particles with an alumina coating are then tested for their adsorption capacity and compared to acid activated alumina, the current used material in 99Mo/99mTc-radionuclide generators. The adsorption capacity of the obtained particles is twice that of acid activated alumina and has a 99mTc elution efficiency of 55%. Furthermore, the coating of nano-particles for the development of with Lu coated particles (Chapter 4) for the preparation of a radionuclide generator is described. ALD allows for a deposition of up to 15w% Lu. Furthermore, the gamma dose received during neutron activation has an influence on the specific activity produced (Chapter 5). Using Cu(II)-phthalocyanine as a target it is shown that an increase in gamma dose during neutron activation results in an increase in Cu release and hence a decrease in specific activity obtained.",,,,0,[],Moret,,False,
1616,1636,https://openalex.org/W3197905693,10.11804/nuclphysrev.38.2020058,镀膜型 n mcp探测效率和位置分辨优化的蒙特卡罗模拟研究,article,2021-06-20,2021,38,2,190,195,"张连军, 周健荣, 杨建清, 谭金昊, 宋玉收, 孙志嘉",,中子敏感微通道板(Neutron sensitive microchannel plate，nMCP)因其具有高探测效率和位置分辨，配合先进的读出电子学可作为能量分辨中子成像探测器的优先选择。相比于基体掺杂型的nMCP，基于原子层沉积技术(Atomic Layer Deposition，ALD)的nMCP具有原材料消耗少、通道内壁具有高的二次电子发射系数等优势。首先，通过实验对掺杂natGd型nMCP的典型中子和伽马信号进行研究。然后，采用Geant4模拟和理论计算对镀膜10B2O3型nMCP的孔径、壁厚、倾角和镀膜厚度进行优化。计算结果表明，当nMCP的几何参数选择为镀膜厚度1 μm、孔径10 μm、壁厚1 μm以及倾角3°时，nMCP性能达到约56%的热中子探测效率和约22 μm的位置分辨。计算结果对CSNS能量选择中子成像探测器nMCP的几何参数设计具有重要意义。,原子核物理评论,,journal,0,[],张连军,,False,
1617,1637,https://openalex.org/W3138348835,10.2172/1695485,robust and spectrally selective aerogels for solar receivers,report,2021-03-22,2021,,,,,"Andrej Lenert, Neil P. Dasgupta, Zachary Berquist, Andrew J. Gayle",Concentrated solar power,"The development of next generation concentrated solar thermal (CST) plants requires solar receivers to reach high temperatures (> 600°C) while minimizing costs. Efficiently generating such high temperatures using a line-focusing collector and an air-stable receiver has the potential to change the current CSP paradigm because it would: (1) result in large improvements in system-level efficiency of line-focusing systems by enabling the use of high-efficiency supercritical CO2 power cycles; (2) decrease the LCOE of line-focusing systems to meet SETO 2030 goals; (3) maintain performance over the lifetime of the CSP plant by avoiding issues related to breakdown of vacuum. The use of aerogels as transparent insulating materials (TIMs) in solar thermal receivers has the potential to enable such improvements. Specifically, aerogels can be placed in front of a black (or partially selective) high-temperature absorber to allow sunlight to transmit to the absorber but block heat from escaping. These materials can improve the efficiency and simplify the complexity of thermal transport systems by enabling operation at moderate or no vacuum levels. These potential benefits have been explicitly identified by SETO as ‘high impact’. The use of mesoporous silica as a TIM has already led to large improvements in solar collection efficiency. Nevertheless, these materials inherently lose structural integrity and the ability to suppress radiation losses at high temperatures. Here, we address these challenges by leveraging 1-cycle atomic layer deposition of aluminum oxide onto a silica aerogel to form a thermally stable interfacial layer that is transparent to sunlight but broadly absorbs in the mid-infrared. This interfacial absorption results in a two-fold reduction in measured heat losses from an absorber at 700°C and solar thermal efficiency of 81% at 700°C under 60 Suns, based on measurements of heat loss and solar transmittance. Extended-duration heat treatment reveals that the multicomponent aerogel is stable at high temperatures relative to a silica aerogel. Furthermore, we experimentally demonstrate the concept of using infrared plasmon resonances to selectively enhance the thermal absorption coefficient of TIMs in order to strongly suppress thermal radiative losses at high temperatures. We term this mechanism plasmon-enhanced greenhouse selectivity (PEGS). Unlike silica aerogels, where much of the IR absorption is lost at high temperatures, local surface plasmon resonances (LSPRs) in doped oxide nanoparticles overlap a significant portion of the blackbody spectrum and are maintained at high temperatures. Overall, this work paves the way for next-generation solar thermal energy using thermally robust transparent insulating materials.",,,,0,[],Lenert,,False,
1619,1639,https://openalex.org/W3160563528,10.30632/spwla-2021-0026,improving reservoir testing and sampling in h2s contaminated fluids by adapting state-of-the-art semiconductor thin film technology for downhole tester tools,article,2021-05-17,2021,,,,,"Jimmy Price, Darren Gascooke, Anthony Van Zuilekom, Christopher Jones",,"Accurate reservoir fluid identification and sampling of hydrogen sulfide (H2S) contaminated fluids is difficult to achieve due its consumption by the interior of downhole tool surfaces prior to sampling or measurement. For low PPM level concentrations, this fact does not change, despite recent tool advances utilizing NACE compliant materials. Consequently, H2S concentrations are typically under-reported which adversely affects production and presents significant health safety and environment concerns. Historically, only sampling bottles have been coated to preserve H2S concentrations during transit to laboratories with a material that is resistant to H2S reactivity to enable more representative measurements. However, only very recent efforts have transitioned the focus toward successfully coating the interior of the tools. This paper details a state-of-the-art technology, initially developed and heavily leveraged from the semiconductor industry. The technology is adapted to coat the interior surfaces of downhole tools with a chemically resistant dielectric thin film. New developments now provide the benefit of the process being safe, able to be performed at atmospheric pressure and temperature conditions, and portable; thus, allowing the coating process to be deployed to field locations. The method involves atomic layer deposition (ALD) technology to be plumbed in directly to a downhole tool and conformally deposit a thin layer (e.g. &lt; 1 micron) of highly durable H2S-resistant sapphire to the entire interior tool surface. An automated procedure has been developed allowing the versatility to accommodate a number of unique geometries inherent of different formation tester configurations. New advances in Quartz Crystal Microbalance sensors are also realized in-situ to optimize (in real-time) the efficiency of the process and ensure uniform and conformal coverage is obtained in the fastest and safest manner. Laboratory testing on a prototype system demonstrated uniform and conformal coverage of a ~ 500 nm thick sapphire film resistant to flaking and scratching. Accelerated lifetime stress testing demonstrated high durability relative to expected tool life. Testing of coated and uncoated tools show the coating is successful at the 50ppm level H2S for up to 4 days. These results are contrasted with similar tool body samples not coated with the H2S-resistant ALD sapphire and subject to the same H2S conditions. To show the coating’s durability, subsequent experiments flowed mud-based drilling fluid through both the tool body and sample chambers, followed by thorough cleaning and successful repeating the same 50ppm H2S test. Exposure of the sapphire coated tool body and sample chambers to various concentrations of H2S demonstrated zero loss. Ultimately this technique represents a new opportunity to gather representative formation samples containing low concentrations of H2S.",spwla 62nd annual online symposium transactions,,journal,0,[],Price,,False,
